  -3.036511140000000E-01   3.413597816000000E-01  -2.421169144900000E-01   2.406364482200000E-01  -1.379999965400000E-01
  -3.210915736600000E-01   3.654302954100000E-01  -2.604051370800000E-01   2.563756333700000E-01  -1.639258926000000E-01
  -3.232622858500000E-01   3.684666812000000E-01  -2.626962347000000E-01   2.583764374600000E-01  -1.671654029700000E-01
  -3.254307531500000E-01   3.715090605400000E-01  -2.649883312600000E-01   2.603846507700000E-01  -1.704046243000000E-01
  -3.275969233800000E-01   3.745573912400000E-01  -2.672813868400000E-01   2.624002659700000E-01  -1.736435482200000E-01
  -3.297607442100000E-01   3.776116309000000E-01  -2.695753613400000E-01   2.644232749800000E-01  -1.768821657000000E-01
  -3.319221629900000E-01   3.806717367500000E-01  -2.718702144300000E-01   2.664536689000000E-01  -1.801204670200000E-01
  -3.340811269400000E-01   3.837376657600000E-01  -2.741659056700000E-01   2.684914380200000E-01  -1.833584419100000E-01
  -3.362375830200000E-01   3.868093745200000E-01  -2.764623944000000E-01   2.705365718300000E-01  -1.865960794400000E-01
  -3.383914780100000E-01   3.898868193400000E-01  -2.787596398600000E-01   2.725890589800000E-01  -1.898333681000000E-01
  -3.405427584400000E-01   3.929699560700000E-01  -2.810576010500000E-01   2.746488872400000E-01  -1.930702957400000E-01
  -3.426913707300000E-01   3.960587403100000E-01  -2.833562369000000E-01   2.767160436000000E-01  -1.963068497200000E-01
  -3.448372610300000E-01   3.991531272000000E-01  -2.856555061400000E-01   2.787905141200000E-01  -1.995430167800000E-01
  -3.469803753300000E-01   4.022530714900000E-01  -2.879553674000000E-01   2.808722839800000E-01  -2.027787831300000E-01
  -3.491206594600000E-01   4.053585275600000E-01  -2.902557791700000E-01   2.829613375000000E-01  -2.060141344700000E-01
  -3.512580590800000E-01   4.084694493600000E-01  -2.925566998100000E-01   2.850576581300000E-01  -2.092490559600000E-01
  -3.533925196500000E-01   4.115857904100000E-01  -2.948580875900000E-01   2.871612283200000E-01  -2.124835322900000E-01
  -3.555239865400000E-01   4.147075038300000E-01  -2.971599006800000E-01   2.892720296900000E-01  -2.157175476500000E-01
  -3.576524049000000E-01   4.178345422700000E-01  -2.994620971300000E-01   2.913900428800000E-01  -2.189510857800000E-01
  -3.597777198200000E-01   4.209668579700000E-01  -3.017646349600000E-01   2.935152476500000E-01  -2.221841299800000E-01
  -3.618998762100000E-01   4.241044026900000E-01  -3.040674720400000E-01   2.956476227400000E-01  -2.254166630800000E-01
  -3.640188188600000E-01   4.272471277700000E-01  -3.063705662800000E-01   2.977871459600000E-01  -2.286486675500000E-01
  -3.661344924900000E-01   4.303949840700000E-01  -3.086738754600000E-01   2.999337942200000E-01  -2.318801254400000E-01
  -3.682468416800000E-01   4.335479219900000E-01  -3.109773573800000E-01   3.020875433700000E-01  -2.351110184300000E-01
  -3.703558109300000E-01   4.367058914800000E-01  -3.132809697700000E-01   3.042483683400000E-01  -2.383413278100000E-01
  -3.724613446800000E-01   4.398688420300000E-01  -3.155846703900000E-01   3.064162430400000E-01  -2.415710346200000E-01
  -3.745633872800000E-01   4.430367226300000E-01  -3.178884169800000E-01   3.085911404300000E-01  -2.448001194900000E-01
  -3.766618830300000E-01   4.462094818400000E-01  -3.201921673100000E-01   3.107730324200000E-01  -2.480285628000000E-01
  -3.787567761800000E-01   4.493870677300000E-01  -3.224958791700000E-01   3.129618899600000E-01  -2.512563446600000E-01
  -3.808480109500000E-01   4.525694279100000E-01  -3.247995103900000E-01   3.151576829600000E-01  -2.544834448900000E-01
  -3.829355315300000E-01   4.557565095100000E-01  -3.271030188700000E-01   3.173603803300000E-01  -2.577098430900000E-01
  -3.850192820900000E-01   4.589482592200000E-01  -3.294063626100000E-01   3.195699499500000E-01  -2.609355186500000E-01
  -3.870992068300000E-01   4.621446232500000E-01  -3.317094996500000E-01   3.217863586900000E-01  -2.641604507800000E-01
  -3.891752499200000E-01   4.653455473600000E-01  -3.340123881700000E-01   3.240095723800000E-01  -2.673846184900000E-01
  -3.912473555700000E-01   4.685509768400000E-01  -3.363149865000000E-01   3.262395557800000E-01  -2.706080006700000E-01
  -3.933154680600000E-01   4.717608565500000E-01  -3.386172530400000E-01   3.284762726900000E-01  -2.738305760600000E-01
  -3.953795316600000E-01   4.749751308800000E-01  -3.409191464000000E-01   3.307196858000000E-01  -2.770523233100000E-01
  -3.974394907500000E-01   4.781937438100000E-01  -3.432206253800000E-01   3.329697567800000E-01  -2.802732210100000E-01
  -3.994952897600000E-01   4.814166388500000E-01  -3.455216489500000E-01   3.352264462500000E-01  -2.834932476700000E-01
  -4.015468732100000E-01   4.846437591000000E-01  -3.478221762800000E-01   3.374897137900000E-01  -2.867123817700000E-01
  -4.035941857300000E-01   4.878750472300000E-01  -3.501221668100000E-01   3.397595179300000E-01  -2.899306018000000E-01
  -4.056371720800000E-01   4.911104455200000E-01  -3.524215801900000E-01   3.420358161300000E-01  -2.931478862500000E-01
  -4.076757771000000E-01   4.943498958200000E-01  -3.547203763900000E-01   3.443185648000000E-01  -2.963642136700000E-01
  -4.097099458100000E-01   4.975933395800000E-01  -3.570185156500000E-01   3.466077193100000E-01  -2.995795626800000E-01
  -4.117396233700000E-01   5.008407178900000E-01  -3.593159585000000E-01   3.489032339500000E-01  -3.027939119800000E-01
  -4.137647551100000E-01   5.040919714300000E-01  -3.616126658500000E-01   3.512050619800000E-01  -3.060072404000000E-01
  -4.157852865500000E-01   5.073470405300000E-01  -3.639085989300000E-01   3.535131555600000E-01  -3.092195269100000E-01
  -4.178011633900000E-01   5.106058651600000E-01  -3.662037193600000E-01   3.558274658600000E-01  -3.124307506600000E-01
  -4.198123315400000E-01   5.138683849400000E-01  -3.684979891500000E-01   3.581479429400000E-01  -3.156408910000000E-01
  -4.218187371400000E-01   5.171345391600000E-01  -3.707913707500000E-01   3.604745358100000E-01  -3.188499274900000E-01
  -4.238203265500000E-01   5.204042667800000E-01  -3.730838270300000E-01   3.628071924500000E-01  -3.220578399700000E-01
  -4.258170463900000E-01   5.236775064600000E-01  -3.753753213400000E-01   3.651458597600000E-01  -3.252646085300000E-01
  -4.278088435500000E-01   5.269541965500000E-01  -3.776658175100000E-01   3.674904836200000E-01  -3.284702135900000E-01
  -4.297956651600000E-01   5.302342751200000E-01  -3.799552798800000E-01   3.698410088100000E-01  -3.316746359000000E-01
  -4.317774586600000E-01   5.335176799700000E-01  -3.822436733700000E-01   3.721973790900000E-01  -3.348778565700000E-01
  -4.318318519800000E-01   5.336079627900000E-01  -3.823065489100000E-01   3.722622202300000E-01  -3.349658722200000E-01
  -4.338084247500000E-01   5.368947202700000E-01  -3.845938081100000E-01   3.746245365900000E-01  -3.381678389600000E-01
  -4.357798637500000E-01   5.401846771200000E-01  -3.868799289500000E-01   3.769925807900000E-01  -3.413685670000000E-01
  -4.377461173800000E-01   5.434777704100000E-01  -3.891648780800000E-01   3.793662934400000E-01  -3.445680387000000E-01
  -4.397071343200000E-01   5.467739369700000E-01  -3.914486227900000E-01   3.817456140700000E-01  -3.477662369400000E-01
  -4.416628636600000E-01   5.500731134500000E-01  -3.937311310200000E-01   3.841304812200000E-01  -3.509631450600000E-01
  -4.436132547900000E-01   5.533752362800000E-01  -3.960123714000000E-01   3.865208323300000E-01  -3.541587469700000E-01
  -4.455582575000000E-01   5.566802417500000E-01  -3.982923132900000E-01   3.889166038300000E-01  -3.573530271200000E-01
  -4.474978219500000E-01   5.599880659800000E-01  -4.005709267400000E-01   3.913177311200000E-01  -3.605459705600000E-01
  -4.494318987000000E-01   5.632986449400000E-01  -4.028481826000000E-01   3.937241485700000E-01  -3.637375629400000E-01
  -4.513604387100000E-01   5.666119144900000E-01  -4.051240524900000E-01   3.961357895200000E-01  -3.669277905800000E-01
  -4.532833933300000E-01   5.699278103700000E-01  -4.073985088800000E-01   3.985525862300000E-01  -3.701166404900000E-01
  -4.552007143600000E-01   5.732462682100000E-01  -4.096715250300000E-01   4.009744700100000E-01  -3.733041003400000E-01
  -4.571123540000000E-01   5.765672235800000E-01  -4.119430751000000E-01   4.034013710700000E-01  -3.764901585600000E-01
  -4.590182649100000E-01   5.798906119600000E-01  -4.142131341300000E-01   4.058332186500000E-01  -3.796748043400000E-01
  -4.609184002000000E-01   5.832163688200001E-01  -4.164816781100000E-01   4.082699409200000E-01  -3.828580276900000E-01
  -4.628127134000000E-01   5.865444295500000E-01  -4.187486839600000E-01   4.107114650400000E-01  -3.860398193900000E-01
  -4.647011585500000E-01   5.898747295500000E-01  -4.210141295900000E-01   4.131577171600000E-01  -3.892201711100000E-01
  -4.665836901000000E-01   5.932072041900000E-01  -4.232779939200000E-01   4.156086223500000E-01  -3.923990753800000E-01
  -4.684602630200000E-01   5.965417888600000E-01  -4.255402569000000E-01   4.180641046800000E-01  -3.955765256300000E-01
  -4.703308327500000E-01   5.998784190000001E-01  -4.278008995600000E-01   4.205240872000000E-01  -3.987525162600000E-01
  -4.721953552100000E-01   6.032170300500001E-01  -4.300599040300000E-01   4.229884919200000E-01  -4.019270426100000E-01
  -4.740537868200000E-01   6.065575575400000E-01  -4.323172535500000E-01   4.254572397900000E-01  -4.051001010300000E-01
  -4.759060844600000E-01   6.098999370200000E-01  -4.345729325300000E-01   4.279302507300000E-01  -4.082716888600000E-01
  -4.777522055400000E-01   6.132441041600000E-01  -4.368269265800000E-01   4.304074435900000E-01  -4.114418045400000E-01
  -4.795921079800000E-01   6.165899947200000E-01  -4.390792225100000E-01   4.328887362200000E-01  -4.146104475600000E-01
  -4.814257501800000E-01   6.199375445600001E-01  -4.413298083800000E-01   4.353740453700000E-01  -4.177776185400000E-01
  -4.832530910400000E-01   6.232866896500000E-01  -4.435786735700000E-01   4.378632867100000E-01  -4.209433192100000E-01
  -4.850740900000000E-01   6.266373661100000E-01  -4.458258087300000E-01   4.403563748600000E-01  -4.241075525000000E-01
  -4.868887069600000E-01   6.299895102100001E-01  -4.480712059000000E-01   4.428532233300000E-01  -4.272703225300000E-01
  -4.886969023800000E-01   6.333430583700000E-01  -4.503148584900000E-01   4.453537445800000E-01  -4.304316346300000E-01
  -4.904986371700000E-01   6.366979471800000E-01  -4.525567613300000E-01   4.478578499000000E-01  -4.335914954100000E-01
  -4.922938727800000E-01   6.400541133900000E-01  -4.547969107000000E-01   4.503654494700000E-01  -4.367499127300000E-01
  -4.940825711400000E-01   6.434114939400000E-01  -4.570353043800000E-01   4.528764523400000E-01  -4.399068957900000E-01
  -4.958646946900000E-01   6.467700260000000E-01  -4.592719416700000E-01   4.553907664000000E-01  -4.430624551300000E-01
  -4.976402063600000E-01   6.501296469200000E-01  -4.615068234400000E-01   4.579082983800000E-01  -4.462166026500000E-01
  -4.994090695700000E-01   6.534902942800001E-01  -4.637399521800000E-01   4.604289537700000E-01  -4.493693516500000E-01
  -5.011712482100000E-01   6.568519058700000E-01  -4.659713320000000E-01   4.629526368900000E-01  -4.525207168900000E-01
  -5.029267066599999E-01   6.602144197200000E-01  -4.682009687100000E-01   4.654792507800000E-01  -4.556707145400000E-01
  -5.046754097900000E-01   6.635777741100000E-01  -4.704288698500000E-01   4.680086972500000E-01  -4.588193623200000E-01
  -5.064173228600000E-01   6.669419074900000E-01  -4.726550447100000E-01   4.705408767400000E-01  -4.619666793800000E-01
  -5.081524116600000E-01   6.703067586800000E-01  -4.748795044300000E-01   4.730756884600000E-01  -4.651126865500000E-01
  -5.098806423500000E-01   6.736722666200000E-01  -4.771022619700000E-01   4.756130301300000E-01  -4.682574060900000E-01
