  -3.156246570200000E-01   4.915777150800000E-01  -2.103354659900000E-02   3.455981410200000E-01  -1.379999965400000E-01   2.289691332900000E+01
  -3.234902526500000E-01   4.921509900800000E-01  -3.124029555100000E-02   3.537545370700000E-01  -1.513430822500000E-01   2.182850638600000E+01
  -3.254437410300000E-01   4.923304997400000E-01  -3.387790545000000E-02   3.557721294200000E-01  -1.546644856600000E-01   2.157786192200000E+01
  -3.273908182400000E-01   4.925238567800000E-01  -3.654919759700000E-02   3.577792833200000E-01  -1.579777311100000E-01   2.133327657800000E+01
  -3.293317959700000E-01   4.927308772800000E-01  -3.925527390600000E-02   3.597760152500000E-01  -1.612832022600000E-01   2.109440246400000E+01
  -3.312663942900000E-01   4.929513485000000E-01  -4.199628977100000E-02   3.617618609100000E-01  -1.645802767300000E-01   2.086098535400000E+01
  -3.331943394500000E-01   4.931850804700000E-01  -4.477241163900000E-02   3.637360917100000E-01  -1.678683420700000E-01   2.063278589500000E+01
  -3.351153628700000E-01   4.934319047300000E-01  -4.758395266500000E-02   3.656982787200000E-01  -1.711467940800000E-01   2.040957858300000E+01
  -3.370292002200000E-01   4.936916732600000E-01  -5.043117566100000E-02   3.676476861700000E-01  -1.744150353000000E-01   2.019115083800000E+01
  -3.389355904500000E-01   4.939642571000000E-01  -5.331424155800000E-02   3.695836885400000E-01  -1.776724734000000E-01   1.997730213200000E+01
  -3.408342750800000E-01   4.942495454100000E-01  -5.623357957300000E-02   3.715057572000000E-01  -1.809185199900000E-01   1.976784321700000E+01
  -3.427249973400000E-01   4.945474440900000E-01  -5.918952711000000E-02   3.734131453200000E-01  -1.841525892300000E-01   1.956259538300000E+01
  -3.446075015200000E-01   4.948578748800000E-01  -6.218229262600000E-02   3.753051907900000E-01  -1.873740967400000E-01   1.936138981800000E+01
  -3.464815322700000E-01   4.951807740800000E-01  -6.521225602899999E-02   3.771812074300000E-01  -1.905824585200000E-01   1.916406698300000E+01
  -3.483468339100000E-01   4.955160914000000E-01  -6.827983776400000E-02   3.790404931500000E-01  -1.937770898600000E-01   1.897047605800000E+01
  -3.502031499400000E-01   4.958637889400000E-01  -7.138548745100000E-02   3.808822903500000E-01  -1.969574044900000E-01   1.878047443300000E+01
  -3.520502223400000E-01   4.962238399100000E-01  -7.452938246599999E-02   3.827058434500000E-01  -2.001228136100000E-01   1.859392723700000E+01
  -3.538877911000000E-01   4.965962275400000E-01  -7.771217662100000E-02   3.845103555400000E-01  -2.032727250700000E-01   1.841070690200000E+01
  -3.557155936700000E-01   4.969809439100000E-01  -8.093409119099999E-02   3.862950729100000E-01  -2.064065426300000E-01   1.823069278100000E+01
